time,v_y
0.102440976,0.005249116
0.102841136,0.005249116
0.103241297,0.003861302
0.103641457,0.003234548
0.104041617,0.00144382
0.104441777,-0.000667745
0.104841937,-0.001421343
0.105242097,-0.002906154
0.105642257,-0.006062311
0.106042417,-0.011404647
0.106442577,-0.010501822
0.106842737,-0.006912906
0.107242897,-0.007979881
0.107643057,-0.007659042
0.108043217,-0.01782888
0.108443377,-0.011979172
0.108843537,-0.007338204
0.109243697,-0.009405001
0.109643858,-0.010039217
0.110044018,-0.014859258
0.110444178,-0.013322217
0.110844338,-0.007009904
0.111244498,-0.007524738
0.111644658,-0.007285974
0.112044818,-0.009554229
0.112444978,-0.008449947
0.112845138,0.000593225
0.113245298,-0.001607877
0.113645458,-0.00113035
0.114045618,-0.002107788
0.114445778,-0.000794588
0.114845938,0.006144479
0.115246098,0.00779344
0.115646259,0.007674059
0.116046419,0.01112867
0.116446579,0.010352688
0.116846739,0.009405095
0.117246899,0.013299926
0.117647059,0.010389995
0.118047219,0.014157983
0.118447379,0.014605665
0.118847539,0.012613481
0.119247699,0.016627694
0.119647859,0.013068624
0.120048019,0.012800015
0.120448179,0.01370284
0.120848339,0.011434585
0.121248499,0.014217674
0.121648659,0.011315204
0.12204882,0.009912467
0.12244898,0.007427834
0.12284914,0.003838918
0.1232493,0.007763595
0.12364946,0.004711897
0.12404962,0.003719536
0.12444978,-0.000115604
0.12484994,-0.002428627
0.1252501,-0.001369113
0.12565026,-0.003689597
0.12605042,-0.006994981
0.12645058,-0.015568087
0.12685074,-0.010486899
0.1272509,-0.006577145
0.12765106,-0.008061956
0.12805122,-0.010777892
0.128451381,-0.020186671
0.128851541,-0.013881819
0.129251701,-0.007950036
0.129651861,-0.008755863
0.130052021,-0.00857679
0.130452181,-0.017343892
0.130852341,-0.013322217
0.131252501,-0.005040104
0.131652661,-0.006860677
0.132052821,-0.005875777
0.132452981,-0.009516922
0.132853141,-0.005152024
0.133253301,0.000921525
0.133653461,0.000130621
0.134053621,0.000108236
0.134453782,0.001421436
0.134853942,0.002055652
0.135254102,0.007935206
0.135654262,0.011389817
0.136054422,0.009494631
0.136454582,0.010949597
0.136854742,0.009905006
0.137254902,0.012449331
0.137655062,0.013091008
0.138055222,0.012844783
0.138455382,0.016105399
0.138855542,0.012538867
0.139255702,0.012374717
0.139655862,0.016023324
0.140056022,0.011919574
0.140456182,0.013344694
0.140856343,0.011859883
0.141256503,0.008875338
0.141656663,0.013359617
0.142056823,0.009084256
0.142456983,0.008218738
0.142857143,0.004540286
0.143257303,0.006107172
0.143657463,0.005808718
0.144057623,0.005137195
0.144457783,0.000533534
0.144857943,-0.005554938
0.145258103,-0.003652291
0.145658263,-0.003398604
0.146058423,-0.007062133
0.146458583,-0.007770963
0.146858743,-0.015515858
0.147258904,-0.010151138
0.147659064,-0.006241383
0.148059224,-0.011136038
0.148459384,-0.012598465
0.148859544,-0.01815718
0.149259704,-0.014045969
0.149659864,-0.008718556
0.150060024,-0.011255419
0.150460184,-0.010292904
0.150860344,-0.015918771
0.151260504,-0.012568619
0.151660664,-0.004293968
0.152060824,-0.005540015
0.152460984,-0.003823902
0.152861144,-0.005234099
0.153261305,-0.003898515
0.153661465,0.000764836
0.154061625,0.001816889
0.154461785,0.003607616
0.154861945,0.005077504
0.155262105,0.005898254
0.155662265,0.010494454
0.156062425,0.012979088
0.156462585,0.012628404
0.156862745,0.011561429
0.157262905,0.010792908
0.157663065,0.010292997
0.158063225,0.013001472
0.158463385,0.015314494
0.158863545,0.013411847
0.159263705,0.011643504
0.159663866,0.01178527
0.160064026,0.012755247
0.160464186,0.01151666
0.160864346,0.012740324
0.161264506,0.011143592
0.161664666,0.008636574
0.162064826,0.011822576
0.162464986,0.008084433
0.162865146,0.003935916
0.163265306,0.003704613
0.163665466,0.004704436
0.164065626,0.005719181
0.164465786,0.001063291
0.164865946,-0.002585316
0.165266106,-0.006271229
0.165666267,-0.006629374
0.166066427,-0.005599706
0.166466587,-0.008479792
0.166866747,-0.008487254
0.167266907,-0.016411221
0.167667067,-0.009986988
0.168067227,-0.007718733
0.168467387,-0.009584074
0.168867547,-0.010479438
0.169267707,-0.016806673
0.169667867,-0.013389369
0.170068027,-0.006845754
0.170468187,-0.009763147
0.170868347,-0.010688356
0.171268507,-0.014493651
0.171668667,-0.011889635
0.172068828,-0.003510525
0.172468988,-0.005353481
0.172869148,-0.001466111
0.173269308,-0.005756395
0.173669468,-0.003331452
0.174069628,0.000734991
0.174469788,0.004308984
0.174869948,0.004055297
0.175270108,0.005905715
0.175670268,0.00894249
0.176070428,0.01151666
0.176470588,0.015381647
0.176870748,0.009912467
0.177270908,0.011367433
0.177671068,0.00948717
0.178071228,0.012911935
0.178471389,0.018336346
0.178871549,0.011882267
0.179271709,0.013285004
0.179671869,0.012479176
0.180072029,0.010852599
0.180472189,0.014732508
0.180872349,0.012359794
0.181272509,0.011165976
0.181672669,0.009076795
0.182072829,0.009755779
0.182472989,0.008300813
0.182873149,0.004308984
0.183273309,0.005040197
0.183673469,0.004256754
0.184073629,0.003771766
0.18447379,0.003256932
0.18487395,-0.001652645
0.18527411,-0.003115072
0.18567427,-0.010919658
0.18607443,-0.00879317
0.18647459,-0.006435379
0.18687475,-0.007293436
0.18727491,-0.008285797
0.18767507,-0.014045969
0.18807523,-0.01438173
0.18847539,-0.009539306
0.18887555,-0.008308181
0.18927571,-0.010680894
0.18967587,-0.017925878
0.19007603,-0.013053608
0.19047619,-0.007405356
0.190876351,-0.008748401
0.191276511,-0.006427918
0.191676671,-0.009464692
0.192076831,-0.009427385
0.192476991,-0.000727436
0.192877151,0.001809427
0.193277311,-0.000779666
0.193677471,-0.001055736
0.194077631,-0.002615161
0.194477791,0.004741743
0.194877951,0.007345759
0.195278111,0.007927745
0.195678271,0.009188715
0.196078431,0.010076617
0.196478591,0.011367433
0.196878752,0.013471538
0.197278912,0.011979265
0.197679072,0.010837676
0.198079232,0.01211357
0.198479392,0.014725047
0.198879552,0.015008578
0.199279712,0.012725401
0.199679872,0.013583458
0.200080032,0.010979442
0.200480192,0.013382001
0.200880352,0.015448799
0.201280512,0.010531761
0.201680672,0.009203638
0.202080832,0.009412556
0.202480992,0.006226554
0.202881152,0.006472779
0.203281313,0.006554854
0.203681473,0.004764127
0.204081633,0.003443466
0.204481793,-0.001712336
0.204881953,8.59E-05
0.205282113,-0.002428627
0.205682273,-0.007047211
0.206082433,-0.014889103
0.206482593,-0.011509106
0.206882753,-0.005823547
0.207282913,-0.008658865
0.207683073,-0.007651581
0.208083233,-0.018246717
0.208483393,-0.015180096
0.208883553,-0.008263413
0.209283713,-0.009904913
0.209683874,-0.01082266
0.210084034,-0.013986278
0.210484194,-0.012344778
0.210884354,-0.007517277
0.211284514,-0.006524915
0.211684674,-0.006703988
0.212084834,-0.009434847
0.212484994,-0.006412995
0.212885154,0.001302055
0.213285314,0.001652739
0.213685474,0.000682761
0.214085634,-0.000458827
0.214485794,0.001779582
0.214885954,0.007427834
0.215286114,0.009017104
0.215686275,0.006592161
0.216086435,0.011986726
0.216486595,0.010121386
0.216886755,0.009725933
0.217286915,0.012516483
0.217687075,0.00959909
0.218087235,0.013419308
0.218487395,0.012635865
0.218887555,0.011412201
0.219287715,0.014993656
0.219687875,0.013098469
0.220088035,0.012106108
0.220488195,0.013710301
0.220888355,0.012516483
0.221288515,0.012703017
0.221688675,0.012270258
0.222088836,0.011001826
0.222488996,0.007427834
0.222889156,0.004816357
0.223289316,0.008188893
0.223689476,0.007181609
0.224089636,0.003286777
0.224489796,-0.002040636
0.224889956,-0.002712159
0.225290116,-0.002406243
0.225690276,-0.005734011
0.226090436,-0.007726195
0.226490596,-0.015814312
0.226890756,-0.011121115
0.227290916,-0.008226106
0.227691076,-0.008173876
0.228091236,-0.01098681
0.228491397,-0.02078358
0.228891557,-0.014292194
0.229291717,-0.010479438
0.229691877,-0.009703456
0.230092037,-0.009606458
0.230492197,-0.013180451
0.230892357,-0.01317299
0.231292517,-0.006174231
0.231692677,-0.006383149
0.232092837,-0.006196615
0.232492997,-0.007390433
0.232893157,-0.002742004
0.233293317,0.000317155
0.233693477,0.00149605
0.234093637,0.001294593
0.234493798,0.002704791
0.234893958,0.003555386
0.235294118,0.004756666
0.235694278,0.009479708
0.236094438,0.010501915
0.236494598,0.012091185
0.236894758,0.009711011
0.237294918,0.01184496
0.237695078,0.011889729
0.238095238,0.013285004
0.238495398,0.014717585
0.238895558,0.010598913
0.239295718,0.014083369
0.239695878,0.015418953
0.240096038,0.012195645
0.240496198,0.01140474
0.240896359,0.010807831
0.241296519,0.010673526
0.241696679,0.012434408
0.242096839,0.00927079
0.242496999,0.007950129
0.242897159,0.00407022
0.243297319,0.004622361
0.243697479,0.008270968
0.244097639,0.0055998
0.244497799,0.001376668
0.244897959,-0.004211893
0.245298119,-0.008211183
0.245698279,-0.004293968
0.246098439,-0.007547122
0.246498599,-0.00912147
0.24689876,-0.015195019
0.24729892,-0.010800276
0.24769908,-0.005159486
0.24809924,-0.010091447
0.2484994,-0.011322572
0.24889956,-0.016067999
0.24929972,-0.016008308
0.24969988,-0.008703633
0.25010004,-0.009934758
0.2505002,-0.009017011
0.25090036,-0.013187912
0.25130052,-0.012173167
0.25170068,-0.003719443
0.25210084,-0.003294145
0.252501,-0.001906332
0.25290116,-0.003823902
0.253301321,-0.005726549
0.253701481,0.0010036
0.254101641,0.002495873
0.254501801,0.004107527
0.254901961,0.005689336
0.255302121,0.00510735
0.255702281,0.008935029
0.256102441,0.012523944
0.256502601,0.011091363
0.256902761,0.011539045
0.257302921,0.010688449
0.257703081,0.008599268
0.258103241,0.016702308
0.258503401,0.01337454
0.258903561,0.011800192
0.259303721,0.012673172
0.259703882,0.012232951
0.260104042,0.013874451
0.260504202,0.012426947
0.260904362,0.010718295
0.261304522,0.010531761
0.261704682,0.009405095
0.262104842,0.010404917
0.262505002,0.007286068
0.262905162,0.005614722
0.263305322,0.005450572
0.263705482,0.003309161
0.264105642,0.005569954
0.264505802,0.002227264
0.264905962,-0.002257016
0.265306122,-0.008658865
0.265706283,-0.009434847
0.266106443,-0.006868138
0.266506603,-0.009046856
0.266906763,-0.008651404
0.267306923,-0.015993385
0.267707083,-0.011576258
0.268107243,-0.008532022
0.268507403,-0.009852683
0.268907563,-0.00830072
0.269307723,-0.015321862
0.269707883,-0.015433783
0.270108043,-0.006032465
0.270508203,-0.00780827
0.270908363,-0.007166592
0.271308523,-0.011889635
0.271708683,-0.010113831
0.272108844,-0.00342845
0.272509004,-0.002048097
0.272909164,0.000481305
0.273309324,-0.005159486
0.273709484,-0.003450834
0.274109644,0.002488411
0.274509804,0.004443288
0.274909964,0.005159579
0.275310124,0.007278606
0.275710284,0.007912822
0.276110444,0.009046949
0.276510604,0.012471715
0.276910764,0.009188715
0.277310924,0.011300281
0.277711084,0.008808186
0.278111244,0.012270258
0.278511405,0.015441337
0.278911565,0.013344694
0.279311725,0.013165622
0.279711885,0.012464254
0.280112045,0.011374895
0.280512205,0.016194935
0.280912365,0.013098469
0.281312525,0.01124059
0.281712685,0.010345226
0.282112845,0.007890438
0.282513005,0.008636574
0.282913165,0.005375959
0.283313325,0.003480773
0.283713485,0.003033091
0.284113645,0.001757198
0.284513806,0.002615254
0.284913966,-0.001055736
0.285314126,-0.003838825
0.285714286,-0.011516567
0.286114446,-0.011233035
0.286514606,-0.007569506
0.286914766,-0.009554229
0.287314926,-0.007964958
0.287715086,-0.01492641
0.288115246,-0.016858903
0.288515406,-0.008614097
0.288915566,-0.008211183
0.289315726,-0.011024117
0.289715886,-0.012173167
0.290116046,-0.013366985
0.290516206,-0.006375688
0.290916367,-0.006644297
0.291316527,-0.005047565
0.291716687,-0.011225574
0.292116847,-0.011195728
0.292517007,-0.001048275
0.292917167,-0.000667745
0.293317327,-0.001906332
0.293717487,-0.003077766
0.294117647,-0.004293968
0.294517807,0.0029734
0.294917967,0.008091895
0.295318127,0.00587587
0.295718287,0.007121918
0.296118447,0.00943494
0.296518607,0.010449686
0.296918768,0.011509199
0.297318928,0.010046772
0.297719088,0.009517015
0.298119248,0.013262619
0.298519408,0.012546329
0.298919568,0.013792376
0.299319728,0.015307033
0.299719888,0.01397891
0.300120048,0.011359972
0.300520208,0.010084079
0.300920368,0.014150522
0.301320528,0.012874629
0.301720688,0.011524122
0.302120848,0.010121386
0.302521008,0.006413088
0.302921168,0.007203993
0.303321329,0.005584877
0.303721489,0.004137372
0.304121649,0.001966116
0.304521809,-0.002242093
0.304921969,-0.001779488
0.305322129,-0.003189686
0.305722289,-0.007532199
0.306122449,-0.01602323
0.306522609,-0.013807206
0.306922769,-0.005719088
0.307322929,-0.009039395
0.307723089,-0.007114363
0.308123249,-0.017448351
0.308523409,-0.01607546
0.308923569,-0.00660699
0.309323729,-0.011762792
0.30972389,-0.008614097
0.31012405,-0.011837406
0.31052421,-0.013426676
0.31092437,-0.00463719
0.31132453,-0.006092156
0.31172469,-0.005263945
0.31212485,-0.011427031
0.31252501,-0.008061956
0.31292517,-0.000331984
0.31332533,-0.000697591
0.31372549,-0.001040813
0.31412565,-0.001973484
0.31452581,0.000899141
0.31492597,0.00423437
0.31532613,0.007905361
0.315726291,0.007472602
0.316126451,0.010031849
0.316526611,0.009196177
0.316926771,0.009315558
0.317326931,0.013150699
0.317727091,0.009024565
0.318127251,0.012471715
0.318527411,0.013299926
0.318927571,0.01135251
0.319327731,0.016269549
0.319727891,0.013240235
0.320128051,0.012889551
0.320528211,0.013658072
0.320928371,0.011650965
0.321328531,0.014628049
0.321728691,0.010986904
0.322128852,0.010382533
0.322529012,0.008203815
0.322929172,0.003167395
0.323329332,0.005831102
0.323729492,0.004405982
0.324129652,0.001884041
0.324529812,-0.003338913
0.324929972,-0.005323636
0.325330132,-0.002592777
0.325730292,-0.007174054
0.326130452,-0.009002088
0.326530612,-0.015150251
0.326930772,-0.014090737
0.327330932,-0.007121824
0.327731092,-0.00813657
0.328131253,-0.012344778
0.328531413,-0.016336608
0.328931573,-0.013986278
0.329331733,-0.008614097
0.329731893,-0.007159131
0.330132053,-0.007226283
0.330532213,-0.012941687
0.330932373,-0.01235224
0.331332533,-0.003764211
0.331732693,-0.00430889
0.332132853,-0.004913261
0.332533013,-0.005801163
0.332933173,-0.00474165
0.333333333,-0.000160373
0.333733493,0.001369207
0.334133653,0.001563202
0.334533814,0.003891147
0.334933974,0.002816711
0.335334134,0.004689513
0.335734294,0.010710833
0.336134454,0.010300458
0.336534614,0.010195999
0.336934774,0.007950129
0.337334934,0.009203638
0.337735094,0.010994365
0.338135254,0.014292288
0.338535414,0.01348646
0.338935574,0.01238964
0.339335734,0.012598558
0.339735894,0.015665178
0.340136054,0.013038779
0.340536214,0.011703195
0.340936375,0.011188361
0.341336535,0.011419663
0.341736695,0.011203283
0.342136855,0.008800724
0.342537015,0.006607084
0.342937175,0.004682052
0.343337335,0.003809072
0.343737495,0.003801611
0.344137655,0.004271677
0.344537815,-0.000593132
0.344937975,-0.00562209
0.345338135,-0.007174054
0.345738295,-0.005249022
0.346138455,-0.009554229
0.346538615,-0.00611454
0.346938776,-0.014844335
0.347338936,-0.012479083
0.347739096,-0.005711627
0.348139256,-0.010777892
0.348539416,-0.009293081
0.348939576,-0.013180451
0.349339736,-0.013680362
0.349739896,-0.006032465
0.350140056,-0.006905445
0.350540216,-0.007950036
0.350940376,-0.012807383
0.351340536,-0.014560803
0.351740696,-0.003973129
0.352140856,-0.002271938
0.352541016,-0.002316707
0.352941176,-0.003652291
0.353341337,-0.005659397
0.353741497,-3.68E-06
0.354141657,0.000324616
0.354541817,0.002525718
0.354941977,0.0046149
0.355342137,0.006980152
0.355742297,0.008494808
0.356142457,0.014762353
0.356542617,0.011382356
0.356942777,0.011397279
0.357342937,0.010442224
0.357743097,0.010002004
0.358143257,0.016269549
0.358543417,0.01403114
0.358943577,0.011919574
0.359343737,0.014680278
0.359743898,0.012747785
0.360144058,0.015396569
0.360544218,0.014023678
0.360944378,0.011882267
0.361344538,0.009837854
0.361744698,0.00795759
0.362144858,0.008733572
0.362545018,0.005555031
0.362945178,0.002652561
0.363345338,0.000630532
0.363745498,0.000578302
0.364145658,0.003010707
0.364545818,-0.001854102
0.364945978,-0.00463719
0.365346138,-0.009419924
0.365746299,-0.010225751
0.366146459,-0.006651758
0.366546619,-0.007539661
0.366946779,-0.00780827
0.367346939,-0.014366808
0.367747099,-0.012501467
0.368147259,-0.011382263
0.368547419,-0.008532022
0.368947579,-0.008405179
0.369347739,-0.013725131
0.369747899,-0.012591003
0.370148059,-0.006980058
0.370548219,-0.008270874
0.370948379,-0.006032465
0.371348539,-0.010613742
0.371748699,-0.010583897
0.37214886,-0.004778956
0.37254902,-0.001339268
0.37294918,0.000324616
0.37334934,-0.002473395
0.3737495,-0.004517809
0.37414966,0.001048368
0.37454982,0.008472424
0.37494998,0.005614722
0.37535014,0.006383243
0.3757503,0.009285713
0.37615046,0.010882445
0.37655062,0.013023856
0.37695078,0.010971981
0.37735094,0.011837499
0.3777511,0.012158338
0.378151261,0.015329417
0.378551421,0.015806944
0.378951581,0.014284826
0.379351741,0.014068447
0.379751901,0.012628404
0.380152061,0.011337588
0.380552221,0.015724869
0.380952381,0.011009288
0.381352541,0.010516838
0.381752701,0.008591806
0.382152861,0.006599622
0.382553021,0.005898254
0.382953181,0.005816179
0.383353341,0.004525363
0.383753501,0.001727352
0.384153661,-0.002092866
0.384553822,0.000570841
0.384953982,-0.003435911
0.385354142,-0.005614629
0.385754302,-0.011106192
0.386154462,-0.012411931
0.386554622,-0.007636658
0.386954782,-0.007539661
0.387354942,-0.00709944
0.387755102,-0.013568442
0.388155262,-0.015359169
0.388555422,-0.00747997
0.388955582,-0.007823192
0.389355742,-0.010098908
0.389755902,-0.013322217
0.390156062,-0.014165351
0.390556222,-0.006718911
0.390956383,-0.007420279
0.391356543,-0.005592245
0.391756703,-0.010762969
0.392156863,-0.010464515
0.392557023,-0.002167479
0.392957183,-1.11E-05
0.393357343,-0.001443727
0.393757503,-0.002324168
0.394157663,-0.001107966
0.394557823,0.004905893
0.394957983,0.009188715
0.395358143,0.008741033
0.395758303,0.00981547
0.396158463,0.012128492
0.396558623,0.010270613
0.396958784,0.013389463
0.397358944,0.01370284
0.397759104,0.01168081
0.398159264,0.015224958
0.398559424,0.01397891
0.398959584,0.017784205
0.399359744,0.017717053
0.399759904,0.012606019
0.400160064,0.013255158
0.400560224,0.013672994
0.400960384,0.013188006
0.401360544,0.011904651
0.401760704,0.009793086
0.402160864,0.007129379
0.402561024,0.003443466
0.402961184,0.005950484
0.403361345,0.005950484
0.403761505,0.003130088
0.404161665,5.60E-05
0.404561825,-0.004353659
0.404961985,-0.002406243
0.405362145,-0.003876131
0.405762305,-0.005002797
0.406162465,-0.014001201
0.406562625,-0.011941865
0.406962785,-0.00633092
0.407362945,-0.007032288
0.407763105,-0.006592068
0.408163265,-0.015045792
0.408563425,-0.014807028
0.408963585,-0.006151847
0.409363745,-0.008121647
0.409763906,-0.00665922
0.410164066,-0.011755331
0.410564226,-0.012098553
0.410964386,-0.006196615
0.411364546,-0.006487608
0.411764706,-0.005256484
0.412164866,-0.007218822
0.412565026,-0.007942574
0.412965186,-0.001339268
0.413365346,-0.001227348
0.413765506,-0.000816973
0.414165666,-0.000578209
0.414565826,0.004331368
0.414965986,0.004211986
0.415366146,0.009890083
0.415766307,0.009524477
0.416166467,0.01227772
0.416566627,0.011188361
0.416966787,0.009621474
0.417366947,0.014739969
0.417767107,0.011068979
0.418167267,0.015538335
0.418567427,0.012643326
0.418967587,0.011710656
0.419367747,0.015515951
0.419767907,0.014478822
0.420168067,0.011919574
0.420568227,0.012568713
0.420968387,0.010613836
0.421368547,0.011852422
0.421768707,0.011494276
0.422168868,0.008920106
0.422569028,0.005196886
0.422969188,0.003025629
0.423369348,0.004861125
0.423769508,0.003861302
0.424169668,0.001578125
0.424569828,-0.005734011
0.424969988,-0.005928006
0.425370148,-0.003973129
0.425770308,-0.00529379
0.426170468,-0.010613742
0.426570628,-0.013441599
0.426970788,-0.013590826
0.427370948,-0.005390788
0.427771108,-0.007338204
0.428171269,-0.010240674
0.428571429,-0.014784644
0.428971589,-0.013866896
0.429371749,-0.010397363
0.429771909,-0.00764412
0.430172069,-0.009166238
0.430572229,-0.013023762
0.430972389,-0.013822128
0.431372549,-0.004719265
0.431772709,-0.005166947
0.432172869,-0.005487786
0.432573029,-0.003406066
0.432973189,-0.005480324
0.433373349,-0.002346552
0.433773509,0.001376668
0.434173669,0.001570664
0.43457383,0.00510735
0.43497399,0.004637284
0.43537415,0.00609225
0.43577431,0.012210567
0.43617447,0.012024033
0.43657463,0.012800015
0.43697479,0.010882445
0.43737495,0.009591629
0.43777511,0.015568181
0.43817527,0.016150167
0.43857543,0.011479354
0.43897559,0.013568535
0.43937575,0.013613303
0.43977591,0.014150522
0.44017607,0.013023856
0.44057623,0.01206134
0.440976391,0.011964342
0.441376551,0.008741033
0.441776711,0.009554322
0.442176871,0.008300813
0.442577031,0.00390607
0.442977191,0.004532825
0.443377351,0.003726998
0.443777511,0.004808895
0.444177671,0.004114988
0.444577831,-0.001824257
0.444977991,-0.005405711
0.445378151,-0.007308358
0.445778311,-0.003943284
0.446178471,-0.008352949
0.446578631,-0.005942929
0.446978792,-0.012411931
0.447378952,-0.011680717
0.447779112,-0.005823547
0.448179272,-0.009434847
0.448579432,-0.008241029
